Field,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),UWI,Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Licence,Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Cumulative Marketable Production (e3m3),Initial Est Mkt Gas Reserves Associated And Nonassociated (e3m3),Initial Established Marketable Gas Reserves Solution (e3m3),Initial Established Marketable Gas Reserves Total (e3m3),Initial Gas In Place Associated And Non Associated Gas (e3m3),Initial Gas In Place Solution Gas (e3m3),Initial Gas In Place Total Gas (e3m3),Initial Producible Gas Associated And Non Associated Gas (e3m3),Initial Producible Gas Cumulative Raw Production (e3m3),Initial Producible Gas Solution Gas (e3m3),Initial Producible Gas Total Gas (e3m3),Remaining Energy Content (TJ),Remaining Established Marketable Gas (e3m3)
GADSBY,NEW POOL WILDCAT,Vertical,EXSHAW FM,,,19930622,1345,0,100/06-26-038-19W4/03,19930629,PALLISER ENERGY CORP,3,,20070701,Abandoned Gas,509.2,315.8,PRIMARY,,1134,1131.5,1333.5,WABAMUN GRP,108.988365,,YES,BWL,AB5,Calgary/Edmonton,0,0,0,20210326,0,0,19930627,820.8,37.85,,,6.87,,,6.53,1.18,,0,0,,,,,,0159069,6,0,,17.9,632.1325,,0,3527,86,3936,3773,5867,256,6123,4110,3850,94,4204,15253,409
GADSBY,NEW POOL WILDCAT,Vertical,EXSHAW FM,GADSBY MANNVILLE W,,19930622,1345,0,100/06-26-038-19W4/00,19930629,PALLISER ENERGY CORP,2,,20130601,Abandoned Zone Gas,509.2,315.8,PRIMARY,,1299,1297.5,1333.5,WABAMUN GRP,116831.984,MANNVILLE W,YES,BWL,AB5,Calgary/Edmonton,0,1010.1436,0,20210326,0,160.6,19930627,820.8,643.5,,0.72,31.2,,0.89,112.9,6.24,0.86,384.30743,0,,,,,,0159069,6,61.1,,19125.1,675396.56,1.95,0,3527,86,3936,3773,5867,256,6123,4110,3850,94,4204,15253,409
GADSBY,NEW POOL WILDCAT,Vertical,EXSHAW FM,,,19930622,1345,0,100/06-26-038-19W4/02,19930629,PALLISER ENERGY CORP,,,,Abandoned Zone,509.2,315.8,PRIMARY,,,,1333.5,WABAMUN GRP,,,YES,BWL,AB5,Calgary/Edmonton,,,,20210326,,,19930627,820.8,,,,,,,,,,,,,,,,,0159069,6,,,,,,,3527,86,3936,3773,5867,256,6123,4110,3850,94,4204,15253,409
HALKIRK,OUTPOST,Vertical,MANNVILLE GRP,,,19930706,1255,0,100/04-29-038-16W4/00,19930713,ARROWSTAR DRILLING CORPORATION,3,,19930901,Abandoned Crude Oil,485.7,336,PRIMARY,,1207.5,1204.5,1250.5,WABAMUN GRP,2811.1934,,YES,BWL,AB5,Calgary/Edmonton,0,4835.6064,2495.7969,20230216,396.8,768.8,19930711,817.4,24.15,33.19,62.48,29.99,40.91,79.27,37.35,46.08,,0,0,,,,,,0159340,10,0,,51.8,1829.2997,,0,1659,516,1843,1820,2011,1129,3140,1440,1327,578,2018,7125,184
PROVOST,DEVELOPMENT,Vertical,DINA MBR,PROVOST UPPER MANNVILLE M6M,,19930628,1013,0,100/13-30-038-09W4/00,19930701,TRI-CITY DRILLING INC.,5,,20151101,Abandoned Crude Oil,383.2,380.4,PRIMARY,,973.8,969,984,DINA MBR,32787.605,UPPER MANNVILLE M6M,YES,BWL,AB4,Medicine Hat,0,8436.523,31361.625,20190224,4986.1,1341.3,19930630,760.2,4.29,13.95,2.76,0.12,3.5,4.64,14.69,3.52,,0,0,,,1,6119,34,0159343,2,0,,234.2,8270.695,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST COMMINGLED POOL 058,,19930709,968,0,100/01-18-039-09W4/02,19930714,SEDCO DRILLING,2,,20060901,Abandoned Zone Gas,383.01,367.2,PRIMARY,,907,905,912,LLOYDMINSTER MBR,974.8066,COLONY YYY,YES,BWL,AB4,Medicine Hat,0,0,0,20190219,0,0,19930711,745.4,77.2,,,2.99,,,13.31,0.52,,0,0,,,,,,0159564,4,0,,160.1,5653.878,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST COMMINGLED POOL 058,,19930709,968,0,100/01-18-039-09W4/03,19930714,SEDCO DRILLING,41,,20051201,Abandoned Gas,383.01,367.2,PRIMARY,,837,796,912,LLOYDMINSTER MBR,1625.6924,COLONY YYY,YES,BWL,AB4,Medicine Hat,0,0,0,20190219,0,0,19930711,745.4,172.14,,,102.49,,,29.68,17.67,,0,0,,,,,,0159564,4,0,,267,9429.016,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,,,19930709,968,0,100/01-18-039-09W4/00,19930714,SEDCO DRILLING,,,,Abandoned Zone,383.01,367.2,PRIMARY,,,,912,LLOYDMINSTER MBR,,,YES,BWL,AB4,Medicine Hat,,,,20190219,,,19930711,745.4,,,,,,,,,,,,,,,,,0159564,4,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,OUTPOST,Deviated,MANNVILLE GRP,,,19930713,970,965,100/04-34-036-07W4/00,19930718,SEDCO DRILLING,,,,Abandoned,348.6,370.5,PRIMARY,,,,926.8,DINA MBR,,,,BWL,AB4,Medicine Hat,,,,19930717,,,19930717,715.5,,,,,,,,,,,,,,,,,0159573,,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Deviated,DINA MBR,PROVOST COMMINGLED POOL 025,,19930718,838,837.89,102/13-02-040-04W4/00,19930721,CAMARO DRILLING,17,,20150201,Abandoned Zone Crude Oil,389.3,280.8,PRIMARY,,804,787,832.17,LEDUC FM,24491.127,CUMMINGS H2H,,140,AB4,Medicine Hat,0,392659.7,23325.135,,3708.4,62427.9,19930720,667.4,1.36,23.94,3.5,0.24,4.86,167.23,24.17,4.9,,0,0,,30,5,5654,28,0159604,4,0,,191.5,6762.759,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
HALKIRK,DEVELOPMENT,Deviated,MANNVILLE GRP,HALKIRK GLAUCONITIC D,,19930813,1285,1194.57,100/08-31-038-16W4/00,19930820,SEDCO DRILLING,11,,20000801,Abandoned Gas,476.16,339,PRIMARY,,1218,1207,1261,WABAMUN GRP,16148.428,GLAUCONITIC D,,BWL,AB5,Calgary/Edmonton,0,249.0765,53.46339,20191113,8.5,39.6,19930817,812.3,659.42,0.36,0.48,19.04,0.07,1.94,114.05,3.35,,0,0,,,,,,0160043,5,0,,2643.4,93350.79,,0,1659,516,1843,1820,2011,1129,3140,1440,1327,578,2018,7125,184
BOW ISLAND,DEVELOPMENT,Deviated,SAWTOOTH FM,BOW ISLAND SAWTOOTH B,,19930802,976,955.67,102/09-34-009-13W4/02,19930813,ARROWSTAR DRILLING CORPORATION,2,,20110901,Abandoned Crude Oil,495.9,317.5,PRIMARY,,929.5,927.5,,,57336.797,SAWTOOTH B,,BWL,AB3,Medicine Hat,0,3553721,55036.473,20160222,8750.1,564996.5,19930811,809,7.13,72.58,185.08,5.3,1.75,1008.83,73.81,2.66,,0,0,,30,3,9713,34,0160128,1,0,,377.8,13341.881,,0,2569,269,2874,2725,10678,508,11186,2741,2605,311,3052,10767,305
BOW ISLAND,DEVELOPMENT,Vertical,SAWTOOTH FM,,,19930802,965,0,102/09-34-009-13W4/00,19930813,ARROWSTAR DRILLING CORPORATION,,,,Abandoned & Whipstocked,495.9,317.5,PRIMARY,,,,,,,,,BWL,AB3,Medicine Hat,,,,20160222,,,19930805,809,,,,,,,,,,,,,,,,,0160128,,,,,,,,2569,269,2874,2725,10678,508,11186,2741,2605,311,3052,10767,305
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST ELLERSLIE D,,19930824,997,0,103/12-26-040-12W4/00,19930827,CAYMAN VENTURES LTD.,2,,20070801,Abandoned Crude Oil,399.08,336.2,PRIMARY,,976,974,,,18506.55,ELLERSLIE D,,BWL,AB4,Medicine Hat,0,668047.06,17898.285,20160201,2845.6,106211,19930826,731.8,0.86,31.55,2.09,1.31,0.41,147.55,31.7,0.64,,0,0,,184,3,6464,34,0160537,1,0,,99.9,3527.9353,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
KAKWA,DEVELOPMENT,Vertical,GETHING FM,,,19931019,2950,0,100/14-09-062-05W6/00,19931214,COMMAND DRILLING INC,,,,Abandoned Zone,278.19,720.5,PRIMARY,,,,2686,SPIRIT RIVER FM,,,,BWL,AB2,Drayton Valley/Grande Prairie,,,,,,,19931120,993.8,,,,,,,,,,,,,,,,,0161420,2,,,,,,,77285,5076,92480,84250,169038,8855,177893,94984,87404,5764,100748,613886,15195
ROWLEY,DEVELOPMENT,Horizontal,PEKISKO FM,ROWLEY PEKISKO A,,19931101,1700,1371.03,102/09-15-032-20W4/00,19931115,AKITA DRILLING LTD,233,,20151201,Abandoned Crude Oil,486.4,350.8,PRIMARY,,1700,1467,,,86368.29,PEKISKO A,,BWL,AB3,Calgary/Edmonton,0,1751.7123,65029.094,20160615,10338.8,278.5,19931113,832.2,6.11,30.29,6.43,4.95,1.47,0.19,31.34,2.32,,0,0,,1545,9,7538,50,0161493,1,0,,3504.7,123767.31,,0,4994,562,5545,5359,9651,958,10609,5323,4983,623,5946,21673,551
HALKIRK,DEVELOPMENT,Deviated,MANNVILLE GRP,,SOURCE,19931028,1266,1260.82,102/08-31-038-16W4/02,19931104,SEDCO DRILLING,26,,20110601,Abandoned Water Source,476.16,339,PRIMARY,,344,318,1248.5,WABAMUN GRP,23.746069,,YES,BWL,AB5,Calgary/Edmonton,0,619728.1,0,20191113,0,98528.9,19931101,811.4,2.87,,233.14,4.44,,195.58,0.49,0.77,,0,0,,,,,,0161771,5,0,,3.9,137.7272,,0,1659,516,1843,1820,2011,1129,3140,1440,1327,578,2018,7125,184
HALKIRK,DEVELOPMENT,Deviated,MANNVILLE GRP,HALKIRK GLAUCONITIC L,,19931028,1266,1260.82,102/08-31-038-16W4/00,19931104,SEDCO DRILLING,3,,19980201,Abandoned Zone Crude Oil,476.16,339,PRIMARY,,1208.2,1205.5,1248.5,WABAMUN GRP,1940.615,GLAUCONITIC L,YES,BWL,AB5,Calgary/Edmonton,0,29764.643,1108.8937,20191113,176.3,4732.2,19931101,811.4,130.48,45.92,566.04,23.58,4.67,168.04,68.42,8.74,,0,0,,2,6,8986,50,0161771,5,0,,136.6,4823.9834,,0,1659,516,1843,1820,2011,1129,3140,1440,1327,578,2018,7125,184
KAKWA,DEVELOPMENT,Vertical,CHINOOK MBR,KAKWA CHINOOK N,,19931106,1946,0,100/05-33-061-07W6/00,19931124,DOLPHIN DRILLING,10,,20230501,Pumping Crude Oil,,,PRIMARY,,1923,1913,1907.2,CHINOOK MBR,79822.93,CHINOOK N,YES,BWL,AB2,Drayton Valley/Grande Prairie,0,4816.7373,70001.19,,11129.3,765.8,19931123,1290.7,41.23,205.15,4.54,1.65,4.99,0.53,212.26,5.28,,0,0,,735,4,11489,54,0161814,1,0,,1613.1,56966.09,,0,77285,5076,92480,84250,169038,8855,177893,94984,87404,5764,100748,613886,15195
BIGORAY,NEW POOL WILDCAT,Deviated,NORDEGG MBR,BIGORAY ELLERSLIE L,,19931114,1788,1787.96,100/04-24-052-08W5/00,19931123,PRECISION DRILLING CORPORATION,8,,20230501,Pumping Crude Oil,562.32,257.4,PRIMARY,,1762.5,1755,1762.6,POKER CHIP SH,417478.28,ELLERSLIE L,,BWL,AB5,Drayton Valley/Grande Prairie,0,5479.054,187694.88,,29841.1,871.1,19931119,814.8,176.71,700.47,3.59,14.7,1.87,0.29,730.94,4.41,,0,0,,100,4,3203,63,0162073,2,0,,37739.1,1332743.8,,0,5791,1514,6199,6470,7004,2911,9915,5213,4685,1715,6928,16505,408
GRAND FORKS,DEVELOPMENT,Vertical,MANNVILLE GRP,GRAND FORKS SAWTOOTH W,,19931206,900,0,103/08-01-012-13W4/00,19931210,PRECISION DRILLING CORPORATION,2,,20070501,Abandoned Crude Oil,574.9,141.5,PRIMARY,,871,869,866,SAWTOOTH FM,129027.55,SAWTOOTH W,,BWL,AB3,Medicine Hat,0,1859493.2,123626.234,20080909,19655,295635.8,19931209,712.6,10.63,240.81,43.39,3.45,1.72,473.32,242.64,2.31,,0,0,,112,6,9338,32,0162183,1,0,,887.1,31327.64,,0,1781,1166,1944,2078,1202,2313,3515,890,778,1372,2262,6293,163
GADSBY,RE-ENTRY,Deviated,MANNVILLE GRP,,SOURCE,19931124,1346,1345.15,100/14-23-038-19W4/03,19931129,,145,,20001001,Abandoned Water Source,515.59,311.7,PRIMARY,,405,260,1337,WABAMUN GRP,0,,,BWL,AB5,Calgary/Edmonton,0,18128.492,0,20201030,0,2882.2,19931128,822.7,,,,,,34.13,0,0,,0,0,,,,,,0162402,8,0,,0,0,,0,3527,86,3936,3773,5867,256,6123,4110,3850,94,4204,15253,409
GADSBY,RE-ENTRY,Deviated,MANNVILLE GRP,GADSBY MANNVILLE V,,19931124,1346,1345.15,100/14-23-038-19W4/02,19931129,,7,,19990601,Abandoned Zone Gas,515.59,311.7,PRIMARY,,1307.5,1301,1337,WABAMUN GRP,68049.39,MANNVILLE V,,BWL,AB5,Calgary/Edmonton,0,211.96663,0,20201030,0,33.7,19931128,822.7,3305.15,,0.84,10.13,,0.8,571.99,2.21,0.46,281.15454,0,,,,,,0162402,8,44.7,,11130.1,393055.78,2.14,0,3527,86,3936,3773,5867,256,6123,4110,3850,94,4204,15253,409
KAKWA,OUTPOST,Vertical,KASKAPAU FM,,,19931124,1983,0,100/14-15-062-05W6/00,19931207,COMMAND DRILLING INC,,,,Abandoned,293.51,757,PRIMARY,,,,1936.5,CARDIUM SD,,,YES,BWL,AB2,Drayton Valley/Grande Prairie,,,,20021219,,,19931204,1046,,,,,,,,,,,,,,,,,0162537,2,,,,,,,77285,5076,92480,84250,169038,8855,177893,94984,87404,5764,100748,613886,15195
MCLEOD,DEVELOPMENT,Vertical,BULLHEAD GRP,,,19931230,2106,0,100/13-20-055-14W5/02,19940122,PRECISION DRILLING CORPORATION,,,,Abandoned,431.8,484.1,PRIMARY,,,,,,,,,BWL,AB2,Drayton Valley/Grande Prairie,,,,20041128,,,19940117,911,,,,,,,,,,,,,,,,,0162590,1,,,,,,,11481,127,12571,12763,20690,222,20912,13825,12444,142,13967,44755,1090
MCLEOD,DEVELOPMENT,Vertical,BULLHEAD GRP,,,19931230,2182,0,100/13-20-055-14W5/00,19940115,PRECISION DRILLING CORPORATION,,,,Abandoned & Whipstocked,431.8,484.1,PRIMARY,,,,2168,POKER CHIP SH,,,YES,BWL,AB2,Drayton Valley/Grande Prairie,,,,20041128,,,19940110,911,,,,,,,,,,,,,,,,,0162590,1,,,,,,,11481,127,12571,12763,20690,222,20912,13825,12444,142,13967,44755,1090
CHERHILL,NEW POOL WILDCAT,Vertical,BANFF FM,,,19931207,1520,0,100/01-14-055-06W5/00,19931217,DOLPHIN DRILLING,5,,19940201,Abandoned Crude Oil,13.6,744.1,PRIMARY,,1478,1473,1473,BANFF FM,0,,,BWL,AB5,Calgary/Edmonton,0,1479.3635,0,19971003,0,235.2,19931213,753.8,,,89.64,,,16.44,0,0,,0,0,,,,,,0162806,1,0,,0,0,,0,4647,902,4779,5214,5467,2226,7693,4190,3877,1167,5357,5392,132
RADWAY,DEVELOPMENT,Vertical,WABAMUN GRP,RADWAY WABAMUN C,,19931208,738,0,100/15-36-059-20W4/00,19931213,PALLISER ENERGY CORP,2,,19970501,Abandoned Zone Gas,464.69,186,PRIMARY,,723.5,722,720,WABAMUN GRP,39214.504,WABAMUN C,,BWL,AB5,Calgary/Edmonton,0,21475.93,0,20010923,0,3414.4,19931211,646.5,770.35,,0.16,69.4,,20.05,132.82,11.97,,0,0,,,,,,0162926,9,0,,6440.5,227444.11,,0,501,1,531,524,808,2,810,553,530,1,554,1123,30
RADWAY,DEVELOPMENT,Vertical,WABAMUN GRP,RADWAY COMMINGLED POOL 006,,19931208,738,0,100/15-36-059-20W4/02,19931213,PALLISER ENERGY CORP,9,,19981101,Abandoned Gas,464.69,186,PRIMARY,,677,668,720,WABAMUN GRP,5861.017,UPPER MANNVILLE P,,BWL,AB5,Calgary/Edmonton,0,9186.897,0,20010923,0,1460.6,19931211,646.5,242.04,,0.03,45.95,,74.77,41.73,7.92,,0,0,,,,,,0162926,9,0,,962.6,33993.9,,0,501,1,531,524,808,2,810,553,530,1,554,1123,30
PROVOST,DEEPER-POOLTEST,Vertical,DETRITAL =CRET=,PROVOST DINA U9U,,19940121,902,0,102/08-30-038-04W4/00,19940128,ARROWSTAR DRILLING CORPORATION,4,,19941101,Abandoned Crude Oil,376.7,327.8,PRIMARY,,872,868.5,894,WOODBEND GRP,910.1356,DINA U9U,YES,BWL,AB4,Medicine Hat,0,806.9827,910.1356,19970117,144.7,128.3,19940124,700.6,,9.55,1.98,,0.3,4.02,9.55,0.3,,0,0,,4,2,6390,33,0163987,1,0,,0,0,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
CAVALIER,NEW POOL WILDCAT,Vertical,DETRITAL =CRET=,,,19940621,1687,0,100/09-21-023-24W4/00,19940629,PRECISION DRILLING CORPORATION,,,,Abandoned & Re-Entered,455.7,483.9,PRIMARY,,,,1671,PEKISKO FM,,,,BWL,AB3,Calgary/Edmonton,,,,20201103,,,19940627,936,,,,,,,,,,,,,,,,,0164364,,,,,,,,4101,91,4730,4366,10462,187,10649,4927,4639,99,5026,23170,629
CAVALIER,NEW POOL WILDCAT,Vertical,DETRITAL =CRET=,CAVALIER COMMINGLED MFP9501,,19950626,1687,0,100/09-21-023-24W4/03,19950629,PRECISION DRILLING CORPORATION,129,,,Abandoned Zone  Commingled,455.7,483.9,PRIMARY,,718,589,872,MILK RIVER FM,,LOWER EDMONTON O,YES,BWL,AB3,Calgary/Edmonton,,,,20201103,,,19950628,936,,,,,,,,,,,,,100,3,11110,49,0164364,5,,,,,,,4101,91,4730,4366,10462,187,10649,4927,4639,99,5026,23170,629
CAVALIER,NEW POOL WILDCAT,Vertical,DETRITAL =CRET=,CAVALIER COMMINGLED MFP9501,,19950626,1687,0,100/09-21-023-24W4/02,19950629,PRECISION DRILLING CORPORATION,129,,20080701,Abandoned Gas,455.7,483.9,PRIMARY,,718,589,872,MILK RIVER FM,26291.16,LOWER EDMONTON O,YES,BWL,AB3,Calgary/Edmonton,0,91.202255,0,20201103,0,14.5,19950628,936,303.89,,365.93,2.21,,0.99,52.39,0.38,,0,0,,100,3,11110,49,0164364,5,0,,4318,152488.73,,0,4101,91,4730,4366,10462,187,10649,4927,4639,99,5026,23170,629
SLAVE,NEW POOL WILDCAT,Vertical,BANFF FM,SLAVE SHUNDA I,DISPOSAL,19940204,540,0,100/10-06-086-15W5/00,19940208,CAMARO DRILLING,3,20091001,20010901,Abandoned Water Disposal,370,216.2,PRIMARY,II,475.5,472.5,470,SHUNDA FM,2658.342,SHUNDA I,,BWL,AB7,Athabasca/Peace River,0,110.70067,0,20170217,0,17.6,19940206,582.5,290.55,,1.3,167.59,,1.81,50.09,28.89,,0,102481,0,,,,,0164500,1,0,0,436.6,15418.384,,644586.1,2089,191,2213,2354,2949,308,3257,2298,2022,200,2498,4663,124
ENTICE,NEW POOL WILDCAT,Vertical,BASAL QUARTZ SD,,,19940210,1890,0,100/04-03-022-26W4/00,19940227,CACTUS DRILLING & EXPLORATION LTD,,,19940601,Abandoned,410.59,571.9,PRIMARY,,,,1855,SHUNDA FM,810.4107,,YES,BWL,AB2,Calgary/Edmonton,0,1.2579621,0,20210421,0,0.2,19940220,977.8,237.99,,0.06,156.68,,0.04,41.03,27.01,,0,0,,,,,,0164620,9,0,,133.1,4700.3823,,0,30715,605,42210,33209,119070,1190,120260,44681,41605,675,45356,425027,11495
THORHILD,DEEPER-POOLTEST,Vertical,WABAMUN GRP,THORHILD MANNVILLE P,,19940428,798,0,100/14-32-059-21W4/00,19940504,AKITA DRILLING LTD,1,,19940701,Abandoned Zone Gas,430.44,219.6,PRIMARY,,772,771,790,DETRITAL =CRET=,2002.5852,MANNVILLE P,,BWL,AB5,Calgary/Edmonton,0,430.85205,0,20141106,0,68.5,19940503,646.7,228.82,,8.84,190.41,,13.9,39.45,32.83,,0,0,,,,,,0164723,3,0,,328.9,11614.994,,0,2063,,2173,2170,3320,,3320,2285,2173,,2285,4062,110
THORHILD,DEEPER-POOLTEST,Vertical,WABAMUN GRP,THORHILD MANNVILLE KK,,19940428,798,0,100/14-32-059-21W4/02,19940504,AKITA DRILLING LTD,2,,20081201,Abandoned Gas,430.44,219.6,PRIMARY,,747.9,746.4,790,DETRITAL =CRET=,18185.836,MANNVILLE KK,,BWL,AB5,Calgary/Edmonton,0,3677.6523,0,20141106,0,584.7,19940503,646.7,232.31,,4.94,22.34,,6.46,40.05,3.85,,0,0,,,,,,0164723,3,0,,2986.8,105477.84,,0,2063,,2173,2170,3320,,3320,2285,2173,,2285,4062,110
HALKIRK,DEVELOPMENT,Deviated,BASAL QUARTZ SD,HALKIRK GLAUCONITIC A,DISPOSAL,19940216,1253,1244.92,109/03-31-038-16W4/00,19940224,SEDCO DRILLING,12,20020601,,Suspended Water Disposal,468.27,344.8,WATER FLOOD,Waterflood,1227,1215,1234.2,WABAMUN GRP,0,GLAUCONITIC A,,140,AB5,Calgary/Edmonton,0,0,0,,0,0,19940222,810,,,,,,,,,,0,106294.09,0,48,8,8871,48,0164785,3,0,0,0,0,,668569.75,1659,516,1843,1820,2011,1129,3140,1440,1327,578,2018,7125,184
PROVOST,DEVELOPMENT,Deviated,DINA MBR,PROVOST UPPER MANNVILLE O6O,,19940426,1000,972.01,103/10-07-039-09W4/00,19940430,PRECISION DRILLING CORPORATION,4,,20111201,Abandoned Zone Crude Oil,383.74,360.8,PRIMARY,,950.5,947,,,23745.969,UPPER MANNVILLE O6O,YES,BWL,AB4,Medicine Hat,0,102858.53,23385.516,20190219,3718,16353.2,19940429,740.3,8.83,99.56,25.7,0.73,0.58,26.5,101.08,0.71,,0,0,,8,8,5593,34,0164845,6,0,,59.2,2090.6282,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Deviated,DINA MBR,,,19940426,1000,972.01,103/10-07-039-09W4/02,19940430,PRECISION DRILLING CORPORATION,,,,Abandoned,383.74,360.8,,,,,,,,,YES,BWL,AB4,Medicine Hat,,,,20190219,,,19940429,740.3,,,,,,,,,,,,,,,,,0164845,6,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST LLOYDMINSTER ZZ,,19940222,1035,1034.97,100/13-13-039-10W4/00,19940225,TRI-CITY DRILLING INC.,7,,19961101,Abandoned Crude Oil,380.17,393.1,PRIMARY,,979,972,1012.3,WINTERBURN GRP,84750.67,LLOYDMINSTER ZZ,,BWL,AB4,Medicine Hat,0,111535.95,83204.13,20131204,13228.4,17732.8,19940224,769.6,3.01,135.12,0.29,4.91,5.76,150.86,135.64,6.61,,0,0,,153,4,6134,35,0164863,2,0,,254,8969.926,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
LONG COULEE,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,LONG COULEE SUNBURST K,INJECTION,19940410,1543,0,103/14-33-015-22W4/00,19940416,PRECISION DRILLING CORPORATION,5,20070901,,Abandoned Water Injection,662.92,351.6,PRIMARY,Waterflood,1538,1532.8,1537,RIERDON FM,0,SUNBURST K,,BWL,AB3,Calgary/Edmonton,0,0,0,20101220,0,0,19940414,1010.5,,,,,,,,,,0,204979.28,0,,1,12597,45,0165359,2,0,0,0,0,,1289280.9,8930,459,9250,12051,14892,1338,16230,11834,8791,604,12438,12123,320
GRAND FORKS,OUTPOST,Vertical,MANNVILLE GRP,GRAND FORKS COMMINGLED POOL 001,INJECTION,19940308,970,0,102/14-09-011-13W4/00,19940313,ARROWSTAR DRILLING CORPORATION,7,20150801,19950101,Abandoned Water Injection,475,287.4,WATER FLOOD,Waterflood,898,891,943.5,LIVINGSTONE FM,5894.9995,UPPER MANNVILLE I,YES,BWL,AB3,Medicine Hat,0,31010.025,5805.495,20200615,923,4930.2,19940312,757.8,3.3,63.21,56.73,2.42,12.16,124.47,63.78,12.58,,0,1024134,0,55,2,6613,34,0165639,2,0,0,14.7,519.1256,,6441609,1781,1166,1944,2078,1202,2313,3515,890,778,1372,2262,6293,163
VALHALLA,DEVELOPMENT,Deviated,BLUESKY-GETHING,,,19940314,1782,1763.39,100/13-22-076-10W6/00,19940330,DOUBLE EAGLE DRILLING LTD,,,,Abandoned,502.91,362,PRIMARY,,,,1718,CADOMIN FM,,,,BWL,AB7,Drayton Valley/Grande Prairie,,,,19940330,,,19940326,860.7,,,,,,,,,,,,,,,,,0165686,,,,,,,,38244,14064,48026,42268,48880,26122,75002,37270,33962,15884,53154,403376,9782
PROVOST,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST LLOYDMINSTER MM,,19940512,890,868.24,102/16-24-039-03W4/00,19940516,TRI-CITY DRILLING INC.,3,,19990601,Abandoned Zone Crude Oil,376.9,315.5,PRIMARY,,807.5,805,870.5,WOODBEND GRP,22282.928,LLOYDMINSTER MM,YES,BWL,AB4,Medicine Hat,0,115733.15,21350.133,20090812,3394.4,18400.1,19940515,688.8,6.67,39.08,1.55,0.84,2.86,161.54,40.23,3,,0,0,,100,5,5700,31,0166010,3,0,,153.2,5410.207,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Deviated,MANNVILLE GRP,,,19940512,890,868.24,102/16-24-039-03W4/02,19940516,TRI-CITY DRILLING INC.,,,,Abandoned,376.9,315.5,PRIMARY,,,,870.5,WOODBEND GRP,,,YES,BWL,AB4,Medicine Hat,,,,20090812,,,19940515,688.8,,,,,,,,,,,,,,,,,0166010,3,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
