Field,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),UWI,Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Licence,Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Cumulative Marketable Production (e3m3),Initial Est Mkt Gas Reserves Associated And Nonassociated (e3m3),Initial Established Marketable Gas Reserves Solution (e3m3),Initial Established Marketable Gas Reserves Total (e3m3),Initial Gas In Place Associated And Non Associated Gas (e3m3),Initial Gas In Place Solution Gas (e3m3),Initial Gas In Place Total Gas (e3m3),Initial Producible Gas Associated And Non Associated Gas (e3m3),Initial Producible Gas Cumulative Raw Production (e3m3),Initial Producible Gas Solution Gas (e3m3),Initial Producible Gas Total Gas (e3m3),Remaining Energy Content (TJ),Remaining Established Marketable Gas (e3m3)
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST DINA L,,19910910,895,0,1D0/02-11-039-05W4/00,19910913,DOLPHIN DRILLING,2,,20111101,Abandoned Crude Oil,377.9,314.9,PRIMARY,,823,821.5,876,WOODBEND GRP,118789.02,DINA L,,BWL,AB4,Medicine Hat,0,7857672.5,117826.4,20181029,18732.9,1249270.1,19910912,689.2,4.19,96.75,28.69,0.59,1.35,145.85,97.47,1.45,,0,0,,232,3,5840,27,0149855,1,0,,158.1,5583.249,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST DINA L,,19930116,898,0,1C0/15-02-039-05W4/00,19930119,DOLPHIN DRILLING,2,,19980301,Abandoned Crude Oil,374.9,320.7,PRIMARY,,826.5,824.5,883.8,WOODBEND GRP,33569.9,DINA L,,BWL,AB4,Medicine Hat,0,1016617.7,32957.98,20181030,5239.9,161629.3,19930118,692,0.92,70.23,11.02,1.84,8.09,1041.92,70.39,8.41,,0,0,,232,3,5840,27,0149856,2,0,,100.5,3549.124,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
LONG COULEE,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,LONG COULEE GLAUCONITIC Q,,19910905,1573,0,100/08-05-016-22W4/02,19910911,PRECISION DRILLING CORPORATION,3,,20100501,Abandoned Crude Oil,659.79,340.2,PRIMARY,Waterflood,1504,1501,1542,LIVINGSTONE FM,57069.203,GLAUCONITIC Q,YES,BWL,AB3,Calgary/Edmonton,0,47934.02,51084.586,20160930,8121.8,7620.9,19910909,996.5,16.22,34.06,13.98,2.76,0.59,5.33,36.86,1.07,,0,0,,,1,14057,47,0149866,7,0,,982.9,34710.785,,0,8930,459,9250,12051,14892,1338,16230,11834,8791,604,12438,12123,320
LONG COULEE,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,LONG COULEE SUNBURST K,INJECTION,19910905,1573,0,100/08-05-016-22W4/00,19910911,PRECISION DRILLING CORPORATION,2,20080901,19911201,Abandoned Zone Water Injection,659.79,340.2,PRIMARY,Waterflood,1519.4,1517,1542,LIVINGSTONE FM,1085.6641,SUNBURST K,YES,BWL,AB3,Calgary/Edmonton,0,357.26126,1010.7726,20160930,160.7,56.8,19910909,996.5,5.69,13.41,4.62,4.72,10.99,3.88,14.39,11.8,,0,187581.61,0,,1,12597,45,0149866,7,0,0,12.3,434.3704,,1179852.9,8930,459,9250,12051,14892,1338,16230,11834,8791,604,12438,12123,320
LONG COULEE,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,LONG COULEE GLAUCONITIC Q,,19911024,1581,0,100/08-29-015-22W4/00,19911031,PRECISION DRILLING CORPORATION,1,,20020701,Abandoned Crude Oil,661.2,323.6,PRIMARY,,1512.2,1511,1559.4,LIVINGSTONE FM,53648.812,GLAUCONITIC Q,,BWL,AB3,Calgary/Edmonton,0,1271.1708,46007.45,20160930,7314.6,202.1,19911030,980.8,20.09,38.17,1.05,5.11,1.27,0.18,41.63,2.15,,0,0,,,1,14057,47,0150056,1,0,,1255,44319.906,,0,8930,459,9250,12051,14892,1338,16230,11834,8791,604,12438,12123,320
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST DINA G4G,,19910929,866,0,1C0/16-24-036-05W4/00,19911002,LEROSS DRILLING LTD,1,,19970501,Abandoned Zone Crude Oil,376.7,306.3,PRIMARY,,844.8,843.4,843.6,DINA MBR,48656.93,DINA G4G,,BWL,AB4,Medicine Hat,0,204652.83,46796.82,20140129,7440.1,32537.2,19911001,678.6,20.15,109.01,3.18,2.23,1.72,56.33,112.48,2.1,,0,0,,652,3,6112,28,0150098,6,0,,305.5,10788.631,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,,SOURCE,19910929,866,0,1C0/16-24-036-05W4/02,19911002,LEROSS DRILLING LTD,19,,20000701,Abandoned Zone Water Source,376.7,306.3,PRIMARY,,241,222,843.6,DINA MBR,0,,,BWL,AB4,Medicine Hat,0,548031.2,0,20140129,0,87130,19911001,678.6,,,,,,477.55,0,0,,0,0,,,,,,0150098,6,0,,0,0,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,,,19910929,866,0,1C0/16-24-036-05W4/03,19911002,LEROSS DRILLING LTD,,,,Abandoned,376.7,306.3,PRIMARY,,,,843.6,DINA MBR,,,,BWL,AB4,Medicine Hat,,,,20140129,,,19911001,678.6,,,,,,,,,,,,,,,,,0150098,6,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,OUTPOST,Vertical,STETTLER FM,PROVOST UPPER MANNVILLE W8W,,19911004,1003,0,100/06-33-038-10W4/00,19911008,TRI-CITY DRILLING INC.,3,,20090401,Abandoned Crude Oil,382.88,380,PRIMARY,,958,955.5,988,WINTERBURN GRP,135670.45,UPPER MANNVILLE W8W,,BWL,AB4,Medicine Hat,0,130150.65,124867.21,20190225,19852.3,20692.3,19911007,759.4,146.74,99.92,0.2,51.94,1,18.32,125.22,9.96,,0,0,,274,2,7684,33,0150198,4,0,,1774.3,62658.812,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
LONG COULEE,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,LONG COULEE SUNBURST K,,19911005,1553,0,100/16-08-016-22W4/00,19911012,BLUE-BIRD DRILLING CO LTD,5,,20130901,Abandoned Crude Oil,660.79,325.4,PRIMARY,Waterflood,1505,1500,1539,LIVINGSTONE FM,206806.38,SUNBURST K,YES,BWL,AB3,Calgary/Edmonton,0,1624420.4,152731.7,20201022,24282.4,258262.2,19911010,981.7,18.58,42.41,1.61,56.93,9.69,117.74,45.61,19.51,,0,0,,,1,12597,45,0150216,2,0,,8881.1,313633.1,,0,8930,459,9250,12051,14892,1338,16230,11834,8791,604,12438,12123,320
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST DINA Q3Q,,19911011,904,0,1C0/04-19-038-05W4/00,19911014,DOLPHIN DRILLING,4,,19920901,Abandoned Crude Oil,378,322.9,PRIMARY,,863,859,889.2,WOODBEND GRP,6763.6655,DINA Q3Q,,BWL,AB4,Medicine Hat,0,89520.36,6599.2695,20080529,1049.2,14232.6,19911013,697.3,2.81,35.72,4.18,3.45,11.88,624.97,36.2,12.47,,0,0,,263,2,6343,28,0150255,4,0,,27,953.496,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
BLACKFOOT,DEVELOPMENT,Vertical,MEDICINE HAT SD,BLACKFOOT COMMINGLED MFP9501,,19911021,1003,0,100/06-27-022-23W4/00,19911024,PARAGON DRILLING INC,767,,20220101,Abandoned Gas,528.88,418.8,PRIMARY,,942.4,175.5,940,MEDICINE HAT SD,36397.246,LOWER EDMONTON F,YES,BWL,AB3,Calgary/Edmonton,0,149.06851,0,20220114,0,23.7,19911023,944.1,,,,,,,,,,0,0,,64,3,10358,57,0150409,12,0,,5977.8,211104.02,,0,4324,314,4872,4600,11491,548,12039,4837,4558,344,5181,20956,548
LONG COULEE,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,LONG COULEE SUNBURST K,,19911109,1575,0,102/14-33-015-22W4/00,19911117,PRECISION DRILLING CORPORATION,4,,20050301,Abandoned Crude Oil,662.92,347.4,PRIMARY,Waterflood,1531,1527.5,1553,LIVINGSTONE FM,121673.89,SUNBURST K,YES,BWL,AB3,Calgary/Edmonton,0,662990.06,110570.47,20160624,17579.3,105407,19911115,1006.3,13.14,27.06,4.13,4.94,1.04,185.24,29.33,1.89,,0,0,,,1,12597,45,0150416,1,0,,1823.6,64399.83,,0,8930,459,9250,12051,14892,1338,16230,11834,8791,604,12438,12123,320
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST DINA L,,19911113,909,0,1A0/09-02-039-05W4/00,19911116,TRI-CITY DRILLING INC.,1,,20100501,Abandoned Crude Oil,378,327.3,PRIMARY,,835.5,834.5,894.6,WOODBEND GRP,181360.28,DINA L,,BWL,AB4,Medicine Hat,0,6418521,178575.9,20181027,28391.3,1020463.3,19911115,701.7,16.72,131.84,1.36,0.39,4.42,1907.95,134.72,4.49,,0,0,,232,3,5840,27,0150438,1,0,,457.3,16149.397,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
LONG COULEE,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,,,19920219,1577,0,100/10-04-016-22W4/02,19920227,PRECISION DRILLING CORPORATION,,,,Abandoned,671.22,334.9,PRIMARY,,,,1553,LIVINGSTONE FM,,,YES,BWL,AB3,Calgary/Edmonton,,,,20181018,,,19920226,1002.1,,,,,,,,,,,,,,,,,0150573,2,,,,,,,8930,459,9250,12051,14892,1338,16230,11834,8791,604,12438,12123,320
LONG COULEE,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,LONG COULEE GLAUCONITIC Q,INJECTION,19920219,1577,0,100/10-04-016-22W4/00,19920227,PRECISION DRILLING CORPORATION,2,20001001,19940101,Abandoned Zone Water Injection,671.22,334.9,PRIMARY,Waterflood,1512,1510.5,1553,LIVINGSTONE FM,7356.4893,GLAUCONITIC Q,YES,BWL,AB3,Calgary/Edmonton,0,255.36632,6516.244,20181018,1036,40.6,19920226,1002.1,14.16,16.9,0.38,3.99,7.81,0.37,19.34,8.5,,0,3848.7998,0,,1,14057,47,0150573,2,0,0,138,4873.424,,24208.223,8930,459,9250,12051,14892,1338,16230,11834,8791,604,12438,12123,320
PROVOST,DEEPER-POOLTEST,Vertical,MANNVILLE GRP,PROVOST DINA W4W,DISPOSAL,19911111,875,0,100/10-30-037-04W4/00,19911116,COMM WHIT INVESTMENTS LTD,4,20090301,19920701,Abandoned Water Disposal,364.5,300.1,PRIMARY,II,836.7,832.7,853.7,WINTERBURN GRP,1401.1141,DINA W4W,,BWL,AB4,Medicine Hat,0,9424.652,1374.3236,20190220,218.5,1498.4,19911114,660.7,1.5,13.06,50.53,0.27,2.5,48.36,13.32,2.55,,0,626233.2,0,,4,5647,33,0150575,2,0,0,4.4,155.38454,,3938888.2,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
OKOTOKS,NEW POOL WILDCAT,Vertical,PEKISKO FM,OKOTOKS ELLERSLIE A,,19911208,2074,0,100/06-12-022-28W4/00,19911225,SEDCO DRILLING,3,,19930101,Abandoned Crude Oil,292.29,729.5,PRIMARY,,2036,2033,2041,TURNER VALLEY FM,5553.1475,ELLERSLIE A,YES,BWL,AB2,Calgary/Edmonton,0,137.74686,4958.8867,19981210,788.4,21.9,19911221,1016.9,40.97,77.11,1.85,10.28,6.65,2.26,84.17,8.42,,0,0,,16,6,18756,57,0150861,8,0,,97.6,3446.7114,,0,7460,4,7986,14197,42107,7,42114,15105,7982,4,15109,19930,526
HAYS,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,HAYS SAWTOOTH F,,19911212,974,0,104/08-11-013-15W4/00,19911216,ARTISAN CORPORATION,2,,19980501,Abandoned Crude Oil,578.61,198.7,PRIMARY,,946.5,945,960,LIVINGSTONE FM,172682.44,SAWTOOTH F,,BWL,AB3,Medicine Hat,0,4586850,157295.6,20151104,25008,729250.9,19911215,773.7,134.92,428.89,2058.08,12.05,7.67,1479,452.15,9.75,,0,0,,143,2,10712,58,0150927,1,0,,2527.1,89243.695,,0,898,565,1007,1105,745,1237,1982,543,442,690,1233,4061,109
PROVOST,DEEPER-POOLTEST,Deviated,MANNVILLE GRP,,,19911216,1024,1001.24,100/05-35-039-10W4/00,19911222,TRI-CITY DRILLING INC.,,,,Abandoned,376.29,370.6,PRIMARY,,,,1011,WINTERBURN GRP,,,,BWL,AB4,Medicine Hat,,,,19960630,,,19911220,742.9,,,,,,,,,,,,,,,,,0150940,1,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
THORHILD,OUTPOST,Vertical,MANNVILLE GRP,,,19920122,870,0,100/07-33-060-22W4/02,19920127,TRI-CITY DRILLING INC.,,,,Abandoned,411.82,254.9,PRIMARY,,,,854,WABAMUN GRP,,,,BWL,AB5,Athabasca/Peace River,,,,20150519,,,19920125,663.5,,,,,,,,,,,,,,,,,0150992,2,,,,,,,2063,,2173,2170,3320,,3320,2285,2173,,2285,4062,110
THORHILD,OUTPOST,Vertical,MANNVILLE GRP,THORHILD MANNVILLE DDD,,19920122,870,0,100/07-33-060-22W4/00,19920127,TRI-CITY DRILLING INC.,39,,20060401,Abandoned Zone Gas,411.82,254.9,PRIMARY,,846,807,854,WABAMUN GRP,38052.77,MANNVILLE DDD,,BWL,AB5,Athabasca/Peace River,0,7755.966,0,20150519,0,1233.1,19920125,663.5,213.2,,0.41,6.47,,1.16,36.76,1.12,,0,0,,,,,,0150992,2,0,,6249.7,220706.08,,0,2063,,2173,2170,3320,,3320,2285,2173,,2285,4062,110
HOTCHKISS,NEW POOL WILDCAT,Vertical,PRECAMBRIAN SYSTEM,,,19920110,2319,0,100/07-16-092-25W5/00,19920130,SEDCO DRILLING,,,,Abandoned,488.97,224.1,PRIMARY,,,,2189,MUSKEG FM,,,,BWL,AB7,Drayton Valley/Grande Prairie,,,,20010106,,,19920125,707.4,,,,,,,,,,,,,,,,,0151212,4,,,,,,,30721,75,32458,33018,43612,183,43795,34809,32383,83,34892,67190,1737
KILLAM,DEVELOPMENT,Vertical,MANNVILLE GRP,,,19920122,1050,0,1C0/07-23-041-14W4/00,19920126,SATURN DRILLING INC.,,,,Abandoned,372.98,332.6,PRIMARY,,,,1035,WINTERBURN GRP,,,,BWL,AB5,Medicine Hat,,,,19920125,,,19920125,701.5,,,,,,,,,,,,,,,,,0151265,,,,,,,,7396,406,7827,7894,10819,752,11571,7864,7421,484,8348,15979,431
PROVOST,OUTPOST,Vertical,CUMMINGS MBR,PROVOST UPPER MANNVILLE M6M,,19920114,1025,0,100/14-24-038-10W4/00,19920119,PRECISION DRILLING CORPORATION,6,,19971101,Abandoned Crude Oil,397.15,391.6,PRIMARY,,994,988,1003,ELLERSLIE MBR,23151.664,UPPER MANNVILLE M6M,,BWL,AB4,Medicine Hat,0,3135.4707,21974.71,20190224,3493.7,498.5,19920116,784.9,10.4,42.41,5.39,1.07,2.88,1.2,44.2,3.06,,0,0,,,1,6119,34,0151287,2,0,,193.3,6826.325,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
LONG COULEE,DEVELOPMENT,Vertical,MANNVILLE GRP,LONG COULEE SUNBURST K,,19920115,1570,0,100/06-09-016-22W4/00,19920127,CACTUS DRILLING & EXPLORATION LTD,4,,20131201,Abandoned Crude Oil,660.12,341.4,PRIMARY,Waterflood,1519,1515.5,1560,LIVINGSTONE FM,51217.492,SUNBURST K,YES,BWL,AB3,Calgary/Edmonton,0,237292.55,41890.77,20201023,6660.1,37726.5,19920122,997.6,20.68,43.09,5.08,3.65,1.45,32.48,46.66,2.08,,0,0,,,1,12597,45,0151295,3,0,,1531.8,54095.008,,0,8930,459,9250,12051,14892,1338,16230,11834,8791,604,12438,12123,320
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST DINA L,DISPOSAL,19920213,910,0,1A0/07-01-039-05W4/00,19920216,DOLPHIN DRILLING,17,20121201,19981001,Abandoned Water Disposal,375.6,333.9,PRIMARY,II,858,841,895.5,WOODBEND GRP,54415.895,DINA L,,BWL,AB4,Medicine Hat,0,2293300.2,54003.688,20181026,8585.9,364605.6,19920215,705.9,0.96,36.42,299.4,0.19,1.49,329.98,36.59,1.52,,0,2455019.8,0,232,3,5840,27,0151349,3,0,0,67.7,2390.803,,15441610,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST DINA L,,19920420,910,0,1D0/07-01-039-05W4/00,19920422,DOLPHIN DRILLING,2,,20110901,Abandoned Crude Oil,375.6,334,PRIMARY,,840.5,839,891,WOODBEND GRP,94224.96,DINA L,,BWL,AB4,Medicine Hat,0,7009789,93248.33,20181026,14825.3,1114467.4,19920422,706,1.77,61.5,14.76,0.31,2.07,512.31,61.81,2.12,,0,0,,232,3,5840,27,0151350,1,0,,160.4,5664.4727,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST DINA L,,19920615,905,0,1C0/08-01-039-05W4/00,19920618,DOLPHIN DRILLING,2,,20150201,Abandoned Zone Crude Oil,384.2,319.5,PRIMARY,,834,832,888,WOODBEND GRP,130226.195,DINA L,,BWL,AB4,Medicine Hat,0,8535296,128647.38,20190907,20453.3,1357003.8,19920617,700.1,7.72,72.09,9.61,0.2,1.61,211.34,73.42,1.64,,0,0,,232,3,5840,27,0151351,1,0,,259.3,9157.093,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST DINA L,,19920203,905,0,1B0/09-02-039-05W4/00,19920206,DOLPHIN DRILLING,2,,19980501,Abandoned Crude Oil,378,321.4,PRIMARY,,831.5,830,887.7,WOODBEND GRP,65781.8,DINA L,,BWL,AB4,Medicine Hat,0,2474910.2,65052.367,20181028,10342.5,393479.3,19920205,695.8,3.79,65.78,22.18,0.27,4.36,756.42,66.43,4.41,,0,0,,232,3,5840,27,0151352,1,0,,119.8,4230.6973,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST DINA G4G,,19920123,903,877.36,1D0/09-24-036-05W4/00,19920127,TRI-CITY DRILLING INC.,4,,19930901,Abandoned Crude Oil,376.7,312.2,PRIMARY,,877,873.5,873.7,DINA MBR,28124.195,DINA G4G,,BWL,AB4,Medicine Hat,0,377659.1,25627.205,19991125,4074.4,60043,19920125,685.2,15.85,61.92,0.42,32.21,29.38,1268.72,64.65,34.93,,0,0,,652,3,6112,28,0151356,2,0,,410.1,14482.545,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
LONG COULEE,DEVELOPMENT,Vertical,MANNVILLE GRP,LONG COULEE SUNBURST BB,,19920127,1555,0,100/06-34-015-22W4/00,19920205,ARTISAN CORPORATION,7,,20030801,Abandoned Gas,675.53,356.8,PRIMARY,,1535,1528.5,1536,RIERDON FM,24200.805,SUNBURST BB,,BWL,AB3,Calgary/Edmonton,0,554.1323,0,20160930,0,88.1,19920202,1027.8,559.14,,0.53,3.84,,1.08,98.64,3.38,2.72,2073.1216,0,,,,,,0151392,2,329.6,,3634.2,128340.56,2.24,0,8930,459,9250,12051,14892,1338,16230,11834,8791,604,12438,12123,320
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST DINA L,,19920206,894,0,1C0/02-11-039-05W4/00,19920209,DOLPHIN DRILLING,2,,19970901,Abandoned Crude Oil,377.9,315.4,PRIMARY,,824.5,823,879.2,WOODBEND GRP,54597.96,DINA L,,BWL,AB4,Medicine Hat,0,655995.8,54365.98,20000725,8643.5,104295,19920208,689.7,1.51,71.1,19.39,0.12,1.22,171.93,71.36,1.24,,0,0,,232,3,5840,27,0151403,3,0,,38.1,1345.4888,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
CARMANGAY,NEW POOL WILDCAT,Vertical,MISSISSIPPIAN SYSTEM,CARMANGAY SUNBURST C,,19920124,1490,0,100/10-10-014-22W4/00,19920201,BLUE-BIRD DRILLING CO LTD,2,,,Abandoned Zone Gas,723.96,259.1,PRIMARY,,1456,1454,1480,TURNER VALLEY FM,,SUNBURST C,,BWL,AB3,Calgary/Edmonton,,,,19951130,,,19920129,978.7,,,,,,,,,,,,,,,,,0151455,3,,,,,,,478,71,520,581,720,371,1091,545,449,86,631,1637,42
CARMANGAY,NEW POOL WILDCAT,Vertical,MISSISSIPPIAN SYSTEM,,,19920124,1490,0,100/10-10-014-22W4/02,19920201,BLUE-BIRD DRILLING CO LTD,,,,Abandoned,723.96,259.1,PRIMARY,,,,1480,TURNER VALLEY FM,,,,BWL,AB3,Calgary/Edmonton,,,,19951130,,,19920129,978.7,,,,,,,,,,,,,,,,,0151455,3,,,,,,,478,71,520,581,720,371,1091,545,449,86,631,1637,42
PROVOST,OUTPOST,Vertical,MANNVILLE GRP,,,19920203,909,0,100/09-03-040-03W4/00,19920206,PRECISION DRILLING CORPORATION,,,,Abandoned,411.6,322.1,PRIMARY,,,,890,WOODBEND GRP,,,,BWL,AB4,Medicine Hat,,,,20050801,,,19920205,729.6,,,,,,,,,,,,,,,,,0151525,1,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
LONG COULEE,DEVELOPMENT,Vertical,MISSISSIPPIAN SYSTEM,LONG COULEE GLAUCONITIC Q,INJECTION,19920211,1582,0,100/10-33-015-22W4/00,19920219,PRECISION DRILLING CORPORATION,4,20130901,19940501,Abandoned Water Injection,663,359.3,PRIMARY,Waterflood,1522.5,1518.5,1567,LIVINGSTONE FM,50336.715,GLAUCONITIC Q,,BWL,AB3,Calgary/Edmonton,0,79.25162,39194.33,20181017,6231.4,12.6,19920217,1018.3,104.67,139.35,2.11,39.84,20.31,2.56,157.4,27.18,,0,178786.28,0,,1,14057,47,0151559,2,0,0,1830,64625.84,,1124531.9,8930,459,9250,12051,14892,1338,16230,11834,8791,604,12438,12123,320
FIGURE LAKE,OUTPOST,Vertical,MANNVILLE GRP,FIGURE LAKE UPPER MANNVILLE III,,19920216,703,0,100/02-07-062-17W4/00,19920220,TRI-CITY DRILLING INC.,1,,19921101,Abandoned Gas,484.6,217.8,PRIMARY,,563,562,665.91,WABISKAW MBR,15651.704,UPPER MANNVILLE III,,BWL,AB5,Athabasca/Peace River,0,765.47,0,19940223,0,121.7,19920218,699.2,670.65,,4.36,40.63,,3.22,115.63,7.01,,0,0,,,,,,0151628,1,0,,2570.6,90779.88,,0,8834,5,9065,9305,15204,9,15213,9539,9060,5,9544,8661,231
PROVOST,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST DINA L,,19920217,935,907.54,1A0/05-01-039-05W4/00,19920221,DOLPHIN DRILLING,2,,20130901,Abandoned Crude Oil,377.8,330.8,PRIMARY,,864,862.5,919.8,WOODBEND GRP,79527.766,DINA L,,BWL,AB4,Medicine Hat,0,4611127,78557.22,20181024,12489.6,733110.6,19920220,705,1.94,84.03,91.69,0.77,9,1788.19,84.36,9.13,,0,0,,232,3,5840,27,0151674,1,0,,159.4,5629.1577,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,OUTPOST,Vertical,BASAL QUARTZ SD,,,19920308,1013,0,102/10-07-039-09W4/02,19920313,CAMARO DRILLING,,,,Abandoned,383.74,360.8,,,,,995,WINTERBURN GRP,,,,BWL,AB4,Medicine Hat,,,,20190219,,,19920312,740.6,,,,,,,,,,,,,,,,,0151864,3,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,OUTPOST,Vertical,BASAL QUARTZ SD,PROVOST UPPER MANNVILLE O6O,,19920308,1013,0,102/10-07-039-09W4/00,19920313,CAMARO DRILLING,1,,19950101,Abandoned Zone Crude Oil,383.74,360.8,PRIMARY,,926,924.8,995,WINTERBURN GRP,8989.103,UPPER MANNVILLE O6O,,BWL,AB4,Medicine Hat,0,28577.756,8618.299,20190219,1370.2,4543.5,19920312,740.6,4.14,38.13,39.77,0.19,0.31,30.66,38.84,0.34,,0,0,,8,8,5593,34,0151864,3,0,,60.9,2150.663,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST DINA L,,19920413,902,0,1D0/10-02-039-05W4/00,19920416,DOLPHIN DRILLING,1,,19980401,Abandoned Crude Oil,377.94,320.8,PRIMARY,,830,829,886.3,WOODBEND GRP,55547.406,DINA L,,BWL,AB4,Medicine Hat,0,2320970.2,55210.7,20000725,8777.8,369004.8,19920415,695.1,1.54,83.78,91.24,1.39,5.93,438.05,84.05,6.17,,0,0,,232,3,5840,27,0151940,1,0,,55.3,1952.9011,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
MANYBERRIES,DEVELOPMENT,Vertical,SWIFT FM,MANYBERRIES SUNBURST Q,,19920322,1120,0,100/05-22-005-05W4/00,19920327,ARTISAN CORPORATION,4,,20090301,Abandoned Crude Oil,477.59,515.8,WATER FLOOD,Waterflood,1083.5,1079.5,1098.5,RIERDON FM,156982.92,SUNBURST Q,YES,BWL,AB3,Medicine Hat,0,510016.22,148848.38,20201119,23665,81086.1,19920326,989.5,69.74,24.43,0.12,2.59,1.91,417.96,36.45,2.36,,0,0,,,2,8568,33,0151958,1,0,,1336,47180.395,,0,2241,599,2388,2432,2405,1783,4188,1905,1789,687,2592,5580,147
